,pokemon_name,params,ranking,param_name,rate
271,パオジアン,倒されたわざ,8,ふいうち,3.2
272,パオジアン,倒されたわざ,9,せいなるつるぎ,2.8
273,パオジアン,倒されたわざ,10,インファイト,2.6
274,ウーラオス,覚えているわざ,1,すいりゅうれんだ,99.8
275,ウーラオス,覚えているわざ,2,インファイト,75.2
276,ウーラオス,覚えているわざ,3,アクアジェット,71.2
277,ウーラオス,覚えているわざ,4,つるぎのまい,39.2
278,ウーラオス,覚えているわざ,5,とんぼがえり,27.2
279,ウーラオス,覚えているわざ,6,れいとうパンチ,22.5
280,ウーラオス,覚えているわざ,7,ドレインパンチ,18.4
281,ウーラオス,覚えているわざ,8,アイススピナー,14.9
282,ウーラオス,覚えているわざ,9,かみなりパンチ,8.8
283,ウーラオス,覚えているわざ,10,ビルドアップ,5.3
284,ウーラオス,とくせい,1,ふかしのこぶし,100.0
285,ウーラオス,せいかく,1,いじっぱり,53.0
286,ウーラオス,せいかく,2,ようき,42.9
287,ウーラオス,せいかく,3,わんぱく,2.4
288,ウーラオス,せいかく,4,しんちょう,0.5
289,ウーラオス,せいかく,5,やんちゃ,0.2
290,ウーラオス,せいかく,6,がんばりや,0.1
291,ウーラオス,せいかく,7,むじゃき,0.1
292,ウーラオス,せいかく,8,さみしがり,0.1
293,ウーラオス,せいかく,9,せっかち,0.1
294,ウーラオス,せいかく,10,まじめ,0.1
295,ウーラオス,もちもの,1,パンチグローブ,51.6
296,ウーラオス,もちもの,2,こだわりスカーフ,21.2
297,ウーラオス,もちもの,3,きあいのタスキ,11.3
298,ウーラオス,もちもの,4,こだわりハチマキ,8.9
299,ウーラオス,もちもの,5,とつげきチョッキ,1.3
300,ウーラオス,もちもの,6,ぼうごパット,1.2
301,ウーラオス,もちもの,7,いのちのたま,0.9
302,ウーラオス,もちもの,8,オボンのみ,0.7
303,ウーラオス,もちもの,9,しんぴのしずく,0.7
304,ウーラオス,もちもの,10,たべのこし,0.6
305,ウーラオス,テラスタイプ,1,みず,60.4
306,ウーラオス,テラスタイプ,2,でんき,10.3
307,ウーラオス,テラスタイプ,3,はがね,8.7
308,ウーラオス,テラスタイプ,4,どく,8.2
309,ウーラオス,テラスタイプ,5,かくとう,6.7
310,ウーラオス,テラスタイプ,6,フェアリー,1.7
311,ウーラオス,テラスタイプ,7,ほのお,1.0
312,ウーラオス,テラスタイプ,8,ゴースト,0.8
313,ウーラオス,テラスタイプ,9,くさ,0.8
314,ウーラオス,テラスタイプ,10,じめん,0.6
315,ウーラオス,同じチーム,1,ハバタクカミ,-1
316,ウーラオス,同じチーム,2,カイリュー,-1
317,ウーラオス,同じチーム,3,パオジアン,-1
318,ウーラオス,同じチーム,4,ヒードラン,-1
319,ウーラオス,同じチーム,5,サーフゴー,-1
320,ウーラオス,同じチーム,6,ランドロス,-1
321,ウーラオス,同じチーム,7,ディンルー,-1
322,ウーラオス,同じチーム,8,サンダー,-1
323,ウーラオス,同じチーム,9,ヌメルゴン,-1
324,ウーラオス,同じチーム,10,ボルトロス,-1
325,ウーラオス,倒したポケモン,1,パオジアン,-1
326,ウーラオス,倒したポケモン,2,ハバタクカミ,-1
327,ウーラオス,倒したポケモン,3,カイリュー,-1
328,ウーラオス,倒したポケモン,4,ウーラオス,-1
329,ウーラオス,倒したポケモン,5,ヒードラン,-1
330,ウーラオス,倒したポケモン,6,ディンルー,-1
331,ウーラオス,倒したポケモン,7,ランドロス,-1
332,ウーラオス,倒したポケモン,8,ガチグマ,-1
333,ウーラオス,倒したポケモン,9,サーフゴー,-1
334,ウーラオス,倒したポケモン,10,ミミッキュ,-1
335,ウーラオス,倒したわざ,1,すいりゅうれんだ,54.8
336,ウーラオス,倒したわざ,2,インファイト,15.4
337,ウーラオス,倒したわざ,3,アクアジェット,15.2
338,ウーラオス,倒したわざ,4,ドレインパンチ,6.2
339,ウーラオス,倒したわざ,5,れいとうパンチ,2.8
340,ウーラオス,倒したわざ,6,アイススピナー,1.6
341,ウーラオス,倒したわざ,7,とんぼがえり,1.4
342,ウーラオス,倒したわざ,8,かみなりパンチ,1.3
343,ウーラオス,倒したわざ,9,くさわけ,0.4
344,ウーラオス,倒したわざ,10,テラバースト,0.3
345,ウーラオス,倒されたポケモン,1,ハバタクカミ,-1
346,ウーラオス,倒されたポケモン,2,パオジアン,-1
347,ウーラオス,倒されたポケモン,3,カイリュー,-1
348,ウーラオス,倒されたポケモン,4,ウーラオス,-1
349,ウーラオス,倒されたポケモン,5,テツノツツミ,-1
350,ウーラオス,倒されたポケモン,6,ガチグマ,-1
351,ウーラオス,倒されたポケモン,7,ヒードラン,-1
352,ウーラオス,倒されたポケモン,8,ランドロス,-1
353,ウーラオス,倒されたポケモン,9,サーフゴー,-1
354,ウーラオス,倒されたポケモン,10,サンダー,-1
355,ウーラオス,倒されたわざ,1,テラバースト,12.1
356,ウーラオス,倒されたわざ,2,ムーンフォース,8.3
357,ウーラオス,倒されたわざ,3,じしん,5.6
358,ウーラオス,倒されたわざ,4,フリーズドライ,5.2
359,ウーラオス,倒されたわざ,5,しんそく,4.8
360,ウーラオス,倒されたわざ,6,インファイト,4.3
361,ウーラオス,倒されたわざ,7,１０まんボルト,4.2
362,ウーラオス,倒されたわざ,8,シャドーボール,3.4
363,ウーラオス,倒されたわざ,9,ふいうち,2.6
364,ウーラオス,倒されたわざ,10,ボルトチェンジ,2.2
365,サーフゴー,覚えているわざ,1,ゴールドラッシュ,89.4
366,サーフゴー,覚えているわざ,2,シャドーボール,79.9
367,サーフゴー,覚えているわざ,3,じこさいせい,54.2
368,サーフゴー,覚えているわざ,4,わるだくみ,48.4
369,サーフゴー,覚えているわざ,5,トリック,36.1
370,サーフゴー,覚えているわざ,6,１０まんボルト,20.5
371,サーフゴー,覚えているわざ,7,サイコショック,14.6
372,サーフゴー,覚えているわざ,8,きあいだま,12.0
373,サーフゴー,覚えているわざ,9,でんじは,12.0
374,サーフゴー,覚えているわざ,10,テラバースト,9.3
375,サーフゴー,とくせい,1,おうごんのからだ,100.0
376,サーフゴー,せいかく,1,ひかえめ,44.2
377,サーフゴー,せいかく,2,ずぶとい,29.4
378,サーフゴー,せいかく,3,おくびょう,22.9
379,サーフゴー,せいかく,4,おだやか,1.8
380,サーフゴー,せいかく,5,れいせい,0.2
381,サーフゴー,せいかく,6,がんばりや,0.1
382,サーフゴー,せいかく,7,すなお,0.1
383,サーフゴー,せいかく,8,うっかりや,0.1
384,サーフゴー,せいかく,9,ようき,0.1
385,サーフゴー,せいかく,10,おっとり,0.1
386,サーフゴー,もちもの,1,おんみつマント,28.1
387,サーフゴー,もちもの,2,こだわりメガネ,25.6
388,サーフゴー,もちもの,3,こだわりスカーフ,16.5
389,サーフゴー,もちもの,4,ゴツゴツメット,12.7
390,サーフゴー,もちもの,5,ふうせん,5.2
391,サーフゴー,もちもの,6,たべのこし,3.6
392,サーフゴー,もちもの,7,とつげきチョッキ,2.6
393,サーフゴー,もちもの,8,じゃくてんほけん,1.6
394,サーフゴー,もちもの,9,オボンのみ,0.7
395,サーフゴー,もちもの,10,いのちのたま,0.6
396,サーフゴー,テラスタイプ,1,みず,31.6
397,サーフゴー,テラスタイプ,2,ひこう,30.6
398,サーフゴー,テラスタイプ,3,はがね,10.2
399,サーフゴー,テラスタイプ,4,ノーマル,9.6
400,サーフゴー,テラスタイプ,5,かくとう,5.0
401,サーフゴー,テラスタイプ,6,ゴースト,4.9
402,サーフゴー,テラスタイプ,7,フェアリー,3.9
403,サーフゴー,テラスタイプ,8,あく,2.0
404,サーフゴー,テラスタイプ,9,じめん,0.8
405,サーフゴー,テラスタイプ,10,ドラゴン,0.4
406,サーフゴー,同じチーム,1,カイリュー,-1
407,サーフゴー,同じチーム,2,ハバタクカミ,-1
408,サーフゴー,同じチーム,3,パオジアン,-1
409,サーフゴー,同じチーム,4,ウーラオス,-1
